Code,Name,Category Code,Unit,Cost,Price,Alert Quantity, Tax Rate Name,Tax Method,Subcategory Code,Product Variants Separated by |,Supplier1(No),Supplier2(No),Supplier3(No),Supplier4(No),Supplier5(No),Custom Field 1,Custom Field 2,Custom Field 3,Custom Field 4,Custom Field 5,Custom Field 6
DT-PW13-330-B-G,ដបលេខកូដ​ DTឈ្មោះដប Pure Water(PW) ទំងន់ 13 ក្រាម​ ចំណុះ 330 ml ពណ៌ខៀវ(B),4,ដប,,,5,,,,,,,,,,,,,,,
Caps-012-WTTH,គំរបសលាតTTH(10000),4,បាវ,,,5,,,,,,,,,,,,,,,
LMS-MV17-500-V-G,ដបលេខកូដ​ LMSឈ្មោះដបMy Village(MV) ទំងន់ 17 ក្រាម​ ចំណុះ 500 ml ពណ៌វីតាល់(V).,4,ដប,,,5,,,,,,,,,,,,,,,
TPT12.5-435-W-G,ដបលេខកូដ​ TPT ទំងន់ 12.5 ក្រាម​ ចំណុះ 435 ml ពណ៌ស(W).,4,ដប,,,5,,,,,,,,,,,,,,,
Caps-006-BUST-UNIT,គំរបខៀវលាតUST,4,គំរប,,,5,,,,,,,,,,,,,,,
DT12.5-W-KG,ឡតលេខកូដ DT ទំងន់12.5​ ក្រាមពណ៌ស(W),4,គីឡូ,,,5,,,,,,,,,,,,,,,
DTT-35-1500-W,ដបលេខកូដ​ DTTទំងន់ 35 ក្រាម​ ចំណុះ 1500 ml ពណ៌ស(W)(90),4,ថង់,,,5,,,,,,,,,,,,,,,
TAT13.5-435-W-D,ដបលេខកូដ​ TAT ទំងន់ 13.5 ក្រាម​ ចំណុះ 435 ml ពណ៌ស(W)(ខូច),4,KG,,,5,,,,,,,,,,,,,,,
STEMP-003,តែមកំពង់ត្រាំ,4,សន្លឹក,,,5,,,,,,,,,,,,,,,
STEMP-006,តែម ក,4,2,,,5,,,,,,,,,,,,,,,
TN32-W-KG,ឡតលេខកូដ TN ទំងន់32ក្រាមពណ៌ស(W).,4,2,,,5,,,,,,,,,,,,,,,
Caps-001-WDT-Small,គំរបសលាតDT(200),4,ថង់តូច,,,5,,,,,,,,,,,,,,,
DT-PW13-330-W,ដបលេខកូដ​ DTឈ្មោះដប Pure Water(PW) ទំងន់ 13 ក្រាម​ ចំណុះ 330 ml ពណ៌ស(W)(200),4,ថង់,,,5,,,,,,,,,,,,,,,
AS-EV0-003,All Season(AS)(ទឹកស៊ីអ៊ីវ​ អលស៊ីសិន)(12),4,កេះ,,,5,,,,,,,,,,,,,,,
Caps-012-WTTH-big,គំរបសលាតTTH(1000),4,ថង់ធំ,,,5,,,,,,,,,,,,,,,
05LMS17-V,05ឡតលេខកូដ LMS ទំងន់17​ ក្រាមពណវីតាល់(V)(30kg),4,,,,5,,,,,,,,,,,,,,,
TPT12.5-W,ឡតលេខកូដ TPT ទំងន់12.5​ ក្រាមពណ៌ស(W)(25kg),4,បាវ,,,5,,,,,,,,,,,,,,,
Caps-007-PUST,គំរបផ្កាឈូកលាតUST(10000),4,បាវ,,,5,,,,,,,,,,,,,,,
DT13-435-B,ដបលេខកូដ​ DT ទំងន់ 13 ក្រាម​ ចំណុះ 435 ml ពណ៌ខៀវ(B)(200),4,ថង់,,,5,,,,,,,,,,,,,,,
DTT-35-1500-W-D,ដបលេខកូដ​ DTTទំងន់ 35 ក្រាម​ ចំណុះ 1500 ml ពណ៌ស(W)(ខូច),4,គីឡូ,,,5,,,,,,,,,,,,,,,
TAT13.5-435-W-G,ដបលេខកូដ​ TAT ទំងន់ 13.5 ក្រាម​ ចំណុះ 435 ml ពណ៌ស(W).,4,ដប,,,5,,,,,,,,,,,,,,,
STEMP-004,តែមខូវលីហ័រ,4,សន្លឹក,,,5,,,,,,,,,,,,,,,
TN-15-350-V,ដបលេខកូដ​ TNឈ្មោះ ទំងន់ 15 ក្រាម​ ចំណុះ 350 ml ពណ៌វីតាល់(V)(200),4,1,,,5,,,,,,,,,,,,,,,
Caps-001-WDT-UNIT,គំរបសលាតDT,4,គំរប,,,5,,,,,,,,,,,,,,,
DT-PW13-330-W-D,ដបលេខកូដ​ DTឈ្មោះដប Pure Water(PW) ទំងន់ 13 ក្រាម​ ចំណុះ 330 ml ពណ៌ស(W)(ខូច),4,គីឡូ,,,5,,,,,,,,,,,,,,,
AS-EV0-003-D,All Season(AS)(ទឹកស៊ីអ៊ីវ​ អលស៊ីសិន),4,គីឡូ,,,5,,,,,,,,,,,,,,,
Caps-012-WTTH-small,គំរបសលាតTTH(200),4,ថង់តូច,,,5,,,,,,,,,,,,,,,
05LMS17-V-KG,05ឡតលេខកូដ LMS ទំងន់17​ ក្រាមពណវីតាល់(V).,4,,,,5,,,,,,,,,,,,,,,
TPT12.5-W-KG,ឡតលេខកូដ TPT ទំងន់12.5​ ក្រាមពណ៌ស(W),4,KG,,,5,,,,,,,,,,,,,,,
Caps-007-PUST-big,គំរបផ្កាឈូកលាតUST(1000),4,ថង់ធំ,,,5,,,,,,,,,,,,,,,
DT13-435-B-D,ដបលេខកូដ​ DT ទំងន់ 13 ក្រាម​ ចំណុះ 435 ml ពណ៌ខៀវ(B)(ខូច),4,គីឡូ,,,5,,,,,,,,,,,,,,,
DTT-35-1500-W-G,ដបលេខកូដ​ DTTទំងន់ 35 ក្រាម​ ចំណុះ 1500 ml ពណ៌ស(W).,4,ដប,,,5,,,,,,,,,,,,,,,
TAT13.5-V,ឡតលេខកូដ TAT ទំងន់13.5​ ក្រាមពណ៌វីតាល់(V)(25kg),4,បាវ,,,5,,,,,,,,,,,,,,,
DT-PW13-330-W-G,ដបលេខកូដ​ DTឈ្មោះដប Pure Water(PW) ទំងន់ 13 ក្រាម​ ចំណុះ 330 ml ពណ៌ស(W),4,ដប,,,5,,,,,,,,,,,,,,,
SY-EV0-001,Srok Yoeung(SY)(ទឹកស៊ីអ៊ីវ​ ស្រុកយើង)(12),4,កេះ,,,5,,,,,,,,,,,,,,,
DT33-W,ឡតលេខកូដ DT ទំងន់33​ ក្រាមពណ៌ស(W)(30kg),4,6,,,5,,,,,,,,,,,,,,,
Caps-002-BDT,គំរបខៀវលាតDT(10000),4,បាវ,,,5,,,,,,,,,,,,,,,
AS-EV0-003-G,All Season(AS)(ទឹកស៊ីអ៊ីវ​ អលស៊ីសិន),4,ដប,,,5,,,,,,,,,,,,,,,
Caps-012-WTTH-UNIT,គំរបសលាតtth,4,គំរប,,,5,,,,,,,,,,,,,,,
LO-001,ថង់អ៊ុតឡូ(13x14.5)(30kg),4,បាវ,,,5,,,,,,,,,,,,,,,
TPT13-W,ឡតលេខកូដ TPT ទំងន់13​ ក្រាមពណ៌ស(W)(25kg),4,បាវ,,,5,,,,,,,,,,,,,,,
Caps-007-PUST-small,គំរបផ្កាឈូកលាតUST(200),4,ថង់តូច,,,5,,,,,,,,,,,,,,,
DT13-435-B-G,ដបលេខកូដ​ DT ទំងន់ 13 ក្រាម​ ចំណុះ 435 ml ពណ៌ខៀវ(B).,4,ដប,,,5,,,,,,,,,,,,,,,
DTT19-W,ឡតលេខកូដ DTT ទំងន់19​ ក្រាមពណស(W)(30kg),4,បាវ,,,5,,,,,,,,,,,,,,,
TAT13.5-V-KG,ឡតលេខកូដ TAT ទំងន់13.5​ ក្រាមពណ៌វីតាល់(V).,4,គីឡូ,,,5,,,,,,,,,,,,,,,
Caps-002-BDT-big,គំរបខៀវលាតDT(1000),4,ថង់ធំ,,,5,,,,,,,,,,,,,,,
DT12.5-435-B,ដបលេខកូដ​ DT ទំងន់ 12.5 ក្រាម​ ចំណុះ 435 ml ពណ៌ខៀវ(B)(200),4,ថង់,,,5,,,,,,,,,,,,,,,
SY-EV0-001-D,Srok Yoeung(SY)(ទឹកស៊ីអ៊ីវ​ ស្រុកយើង)(ខូច),4,គីឡូ,,,5,,,,,,,,,,,,,,,
DT33-W-KG,ឡតលេខកូដ DT ទំងន់33​ ក្រាមពណ៌ស(W).,4,2,,,5,,,,,,,,,,,,,,,
AV-001,អាវ20L​ កខ្លី(50kg),4,បាវ,,,5,,,,,,,,,,,,,,,
Caps-013-PurpleLMS,គំរបស្វាយលាតLMS(6000),4,បាវ,,,5,,,,,,,,,,,,,,,
LO-001-KG,ថង់អ៊ុតឡូ(13x14.5),4,គីឡូ,,,5,,,,,,,,,,,,,,,
TPT13-W-KG,ឡតលេខកូដ TPT ទំងន់13​ ក្រាមពណ៌ស(W).,4,KG,,,5,,,,,,,,,,,,,,,
Caps-007-PUST-UNIT,គំរបផ្កាឈូកលាតUST,4,គំរប,,,5,,,,,,,,,,,,,,,
DT13-435-W,ដបលេខកូដ​ DT ទំងន់ 13 ក្រាម​ ចំណុះ 435 ml ពណ៌ស(W)(200),4,ថង់,,,5,,,,,,,,,,,,,,,
DTT19-W-KG,ឡតលេខកូដ DTT ទំងន់19​ ក្រាមពណស(W).,4,គីឡូ,,,5,,,,,,,,,,,,,,,
TAT13.5-W,ឡតលេខកូដ TAT ទំងន់13.5​ ក្រាមពណ៌ស(W)(25kg),4,បាវ,,,5,,,,,,,,,,,,,,,
Caps-002-BDT-small,គំរបខៀវលាតDT(200),4,ថង់តូច,,,5,,,,,,,,,,,,,,,
DT12.5-435-B-D,ដបលេខកូដ​ DT ទំងន់ 12.5 ក្រាម​ ចំណុះ 435 ml ពណ៌ខៀវ(B)(ខូច),4,គីឡូ,,,5,,,,,,,,,,,,,,,
SY-EV0-001-G,Srok Yoeung(SY)(ទឹកស៊ីអ៊ីវ​ ស្រុកយើង),4,ដប,,,5,,,,,,,,,,,,,,,
DT13-480-B,ដបមូលលេខកូដ​ DT ទំងន់ 13 ក្រាម​ ចំណុះ 480 ml ពណ៌ខៀវ(B)(200),4,1,,,5,,,,,,,,,,,,,,,
AV-001-kg,អាវ20L​ កខ្លី,4,គីឡូ,,,5,,,,,,,,,,,,,,,
Caps-013-PurpleLMS-big,គំរបស្វាយលាតLMS(1000),4,ថង់ធំ,,,5,,,,,,,,,,,,,,,
LO-002,ថង់អ៊ុតឡូ(14.5x15)(30kg),4,បាវ,,,5,,,,,,,,,,,,,,,
USESTOCK-001,Tape OPP(ស្គត់),4,ដុំ,,,5,,,,,,,,,,,,,,,
Caps-008-VISO,គំរបវីតាល់ស្តង់ដា(10000),4,បាវ,,,5,,,,,,,,,,,,,,,
DT13-435-W-D,ដបលេខកូដ​ DT ទំងន់ 13 ក្រាម​ ចំណុះ 435 ml ពណ៌ស(W)(ខូច),4,គីឡូ,,,5,,,,,,,,,,,,,,,
DTT35-W,ឡតលេខកូដ DTT ទំងន់35​ ក្រាមពណស(W)(30kg),4,បាវ,,,5,,,,,,,,,,,,,,,
TAT13.5-W-KG,ឡតលេខកូដ TAT ទំងន់13.5​ ក្រាមពណ៌ស(W).,4,គីឡូ,,,5,,,,,,,,,,,,,,,
Caps-002-BDT-UNIT,គំរបខៀវលាតDT,4,គំរប,,,5,,,,,,,,,,,,,,,
DT12.5-435-B-G,ដបលេខកូដ​ DT ទំងន់ 12.5 ក្រាម​ ចំណុះ 435 ml ពណ៌ខៀវ(B).,4,ដប,,,5,,,,,,,,,,,,,,,
TAT-CM13.5-450-W,ដបលេខកូដ​ TATឈ្មោះដបCoolMind(CM) ទំងន់ 13.5 ក្រាម​ ចំណុះ 450 ml ពណ៌ស(W)(200),4,ថង់,,,5,,,,,,,,,,,,,,,
DT13-480-B-D,ដបមូលលេខកូដ​ DT ទំងន់ 13 ក្រាម​ ចំណុះ 480 ml ពណ៌ខៀវ(B)(ខូច),4,2,,,5,,,,,,,,,,,,,,,
AV-002,អាវ20L​ កវែង(50kg),4,បាវ,,,5,,,,,,,,,,,,,,,
Caps-013-PurpleLMS-small,គំរបស្វាយលាតLMS(200),4,ថង់តូច,,,5,,,,,,,,,,,,,,,
LO-002-KG,ថង់អ៊ុតឡូ(14.5x15),4,គីឡូ,,,5,,,,,,,,,,,,,,,
USESTOCK-002,ថង់ច្រកដប25kg,4,គីឡូ,,,5,,,,,,,,,,,,,,,
Caps-008-VISO-big,គំរបវីតាល់ស្តង់ដា(1000),4,ថង់ធំ,,,5,,,,,,,,,,,,,,,
DT13-435-W-G,ដបលេខកូដ​ DT ទំងន់ 13 ក្រាម​ ចំណុះ 435 ml ពណ៌ស(W).,4,ដប,,,5,,,,,,,,,,,,,,,
DTT35-W-KG,ឡតលេខកូដ DTT ទំងន់35​ ក្រាមពណស(W).,4,គីឡូ,,,5,,,,,,,,,,,,,,,
TAT14.5-V,ឡតលេខកូដ TAT ទំងន់14.5​ ក្រាមពណ៌វីតាល់(V)(25kg),4,បាវ,,,5,,,,,,,,,,,,,,,
Caps-003-W,គំរបសក្រញាំឬសធម្មតា(10000),4,បាវ,,,5,,,,,,,,,,,,,,,
DT12.5-435-W,ដបលេខកូដ​ DT ទំងន់ 12.5 ក្រាម​ ចំណុះ 435 ml ពណ៌ស(W)(200),4,ថង់,,,5,,,,,,,,,,,,,,,
TAT-CM13.5-450-W-D,ដបលេខកូដ​ TATឈ្មោះដបCoolMind(CM) ទំងន់ 13.5 ក្រាម​ ចំណុះ 450 ml ពណ៌ស(W)(ខូច),4,គីឡូ,,,5,,,,,,,,,,,,,,,
TN17-V,ឡតលេខកូដ TN ទំងន់17​ ក្រាមពណ៌វិតាល់(V)(25kg),4,6,,,5,,,,,,,,,,,,,,,
AV-002-Kg,អាវ20L​ កវែង,4,គីឡូ,,,5,,,,,,,,,,,,,,,
Caps-013-PurpleLMS-UNIT,គំរបស្វាយលាតLMS,4,គំរប,,,5,,,,,,,,,,,,,,,
LO-003,ថង់អ៊ុតឡូ(15x15.5)(30kg),4,បាវ,,,5,,,,,,,,,,,,,,,
YT-EV0-006,Yellow Tail(YT)(ទឹកត្រីរូបត្រីកាម៉ុង)(12),4,កេះ,,,5,,,,,,,,,,,,,,,
Caps-008-VISO-small,គំរបវីតាល់ស្តង់ដា(200),4,ថង់តូច,,,5,,,,,,,,,,,,,,,
DT13-450-B,ដបជ្រុងលេខកូដ​ DT ទំងន់ 13 ក្រាម​ ចំណុះ 450 ml ពណ៌ខៀវ(B)(200),4,ថង់,,,5,,,,,,,,,,,,,,,
KY-EV0-002,Khmer Yoeung(KY)(ទឹកស៊ីអ៊ីវ​ ខ្មែរយើង)(12),4,កេះ,,,5,,,,,,,,,,,,,,,
TAT14.5-V-KG,ឡតលេខកូដ TAT ទំងន់14.5​ ក្រាមពណ៌វីតាល់(V),4,គីឡូ,,,5,,,,,,,,,,,,,,,
Caps-003-W-big,គំរបសក្រញាំឬសធម្មតា(1000),4,ថង់ធំ,,,5,,,,,,,,,,,,,,,
DT12.5-435-W-D,ដបលេខកូដ​ DT ទំងន់ 12.5 ក្រាម​ ចំណុះ 435 ml ពណ៌ស(W)(ខូច),4,គីឡូ,,,5,,,,,,,,,,,,,,,
TAT-CM13.5-450-W-G,ដបលេខកូដ​ TATឈ្មោះដបCoolMind(CM) ទំងន់ 13.5 ក្រាម​ ចំណុះ 450 ml ពណ៌ស(W).,4,ដប,,,5,,,,,,,,,,,,,,,
TN17-V-KG,ឡតលេខកូដ TN ទំងន់17 ក្រាមពណ៌វិតាល់(V).,4,2,,,5,,,,,,,,,,,,,,,
BAGE-001,កាដុងមាត់តូច 20L,4,កាដុង,,,5,,,,,,,,,,,,,,,
Caps-014BL,គំរបទឹកប៊ិចសំរាប់គ្របដបទឹកក្រូច(10000),4,បាវ,,,5,,,,,,,,,,,,,,,
LO-003-KG,ថង់អ៊ុតឡូ(15x15.5),4,គីឡូ,,,5,,,,,,,,,,,,,,,
YT-EV0-006-D,Yellow Tail(YT)(ទឹកត្រីរូបត្រីកាម៉ុង),4,គីឡូ,,,5,,,,,,,,,,,,,,,
